Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
ba13.0018.01	Brown	BA13	Press	0	s	OTH	Alusik's grounder in the hole		Alusik's	Alusik	ProperN	N	grounder in the hole	grounder	human	other	g	1	4	3	5	s	Anim	Inanim	N	70	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba13.0019.02	Brown	BA13	Press	0	s	OTH	the Tribe's eight hits		the Tribe's	Tribe	ProperN	N	eight hits	hit	org	other	g	2	2	2	2	s	Inanim	Inanim	N	69	1	32	5e-4	0.016	-3.301029996	-1.795880017	Y	Press
ba13.0020.01	Brown	BA13	Press	0	s	OTH	the season's first night game		the season's	season	CommonN	N	first night game	game	other	other	n	2	3	3	3	s	Inanim	Inanim	N	73	3	16	0.0015	0.008	-2.823908741	-2.096910013	Y	Press
ba13.0027.01	Brown	BA13	Press	0	s	OTH	Billy Gardner's line double		Billy Gardner's	Billy Gardner	ProperN	N	line double	double	human	other	n	2	2	4	3	s	Anim	Inanim	N	75	4	8	0.002	0.004	-2.698970004	-2.397940009	Y	Press
ba13.0029.01	Brown	BA13	Press	0	s	OTH	Gardner's hit		Gardner's	Gardner	ProperN	N	hit	hit	human	other	g	1	1	2	1	s	Anim	Inanim	N	61	4	32	0.002	0.016	-2.698970004	-1.795880017	Y	Press
ba13.0030.01	Brown	BA13	Press	0	s	OTH	Gardner's second run batted in of the game		Gardner's	Gardner	ProperN	N	second run batted in of the game	run	human	other	g	1	7	2	9	s	Anim	Inanim	N	67	4	14	0.002	0.007	-2.698970004	-2.15490196	Y	Press
ba13.0032.01	Brown	BA13	Press	0	s	OTH	Lenny Green's double to left		Lenny Green's	Lenny Green	ProperN	N	double to left	double	human	other	n	2	3	3	4	s	Anim	Inanim	N	69	2	8	0.001	0.004	-3	-2.397940009	Y	Press
ba13.0034.01	Brown	BA13	Press	0	s	OTH	Jim Landis' 380-foot home run over left in the first inning		Jim Landis'	Jim Landis	ProperN	Y	380-foot home run over left in the first inning	home run	human	other	n	2	9	3	16	s	Anim	Inanim	N	65	1	6	5e-4	0.003	-3.301029996	-2.522878745	Y	Press
ba13.0035.01	Brown	BA13	Press	0	s	OTH	Al Smith's 340-blast over left in the fourth-		Al Smith's	Al Smith	ProperN	N	340-blast over left in the fourth	340-blast	human	other	n	2	6	2	13	s	Anim	Inanim	N	63	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0036.01	Brown	BA13	Press	0	s	OTH	Allison's run-scoring 2-baser		Allison's	Allison	ProperN	N	run-scoring 2-baser	2-baser	human	other	g	1	2	3	6	s	Anim	Inanim	N	70	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba13.0036.02	Brown	BA13	Press	0	s	OTH	Gardner's solid single to center		Gardner's	Gardner	ProperN	N	solid single to center	single	human	other	g	1	4	2	7	s	Anim	Inanim	N	76	4	8	0.002	0.004	-2.698970004	-2.397940009	Y	Press
ba13.0043.01	Brown	BA13	Press	0	s	OTH	Boston's chances		Boston's	Boston	ProperN	N	chances	chances	org	other	n	1	1	2	2	s	Inanim	Inanim	N	77	4	2	0.002	0.001	-2.698970004	-3	Y	Press
ba13.0045.01	Brown	BA13	Press	0	of	OTH	Sports Writer Ensign Ritchie  of the Ogden Standard Examiner		the Ogden Standard Examiner	Ogden Standard Examiner	ProperN	N	Sports Writer Ensign Ritchie	Sports Writer Ensign Ritchie	org	human	n	4	4	9	7	s	Inanim	Anim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0060.02	Brown	BA13	Press	0	s	OTH	the Giants' Willie Mays		the Giants'	Giants	ProperN	Y	Willie Mays	Willie Mays	org	human	g	2	2	3	3	of	Inanim	Anim	N	77	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba13.0062.01	Brown	BA13	Press	0	s	OTH	the elderly Spahn's hitless pitching		the elderly Spahn's	Spahn	ProperN	N	hitless pitching	pitching	human	other	g	3	2	5	4	s	Anim	Inanim	N	74	3	3	0.0015	0.0015	-2.823908741	-2.823908741	Y	Press
ba13.0066.01	Brown	BA13	Press	0	s	OTH	the game's history		the game's	game	CommonN	N	history	history	other	other	g	2	1	2	3	s	Inanim	Inanim	N	80	16	2	0.008	0.001	-2.096910013	-3	Y	Press
ba13.0072.02	Brown	BA13	Press	0	s	OTH	Brooklyn's Ebbetts Field		Brooklyn's	Brooklyn	ProperN	N	Ebbetts Field	Ebbetts Field	other	other	n	1	2	2	3	s	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0073.01	Brown	BA13	Press	0	of	OTH	Ed Delahanty and Chuck Klein  of the Phillies		the Phillies	Phillies	ProperN	Y	Ed Delahanty and Chuck Klein	Ed Delahanty and Chuck Klein	org	human	n	2	5	3	8	s	Inanim	Anim	N	80	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0073.02	Brown	BA13	Press	0	s	OTH	the Braves' Joe Adcock		the Braves'	Braves	ProperN	Y	Joe Adcock	Joe Adcock	org	human	n	2	2	2	3	of	Inanim	Anim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba13.0073.03	Brown	BA13	Press	0	of	OTH	Lou Gehrig  of the Yankees		the Yankees	Yankees	ProperN	Y	Lou Gehrig	Lou Gehrig	org	human	n	2	2	3	3	s	Inanim	Anim	N	77	4	1	0.002	0.0005	-2.698970004	-3.301029996	Y	Press
ba13.0073.04	Brown	BA13	Press	0	of	OTH	Pat Seerey  of the White Sox		the White Sox	White Sox	ProperN	Y	Pat Seerey	Pat Seerey	org	human	n	3	2	3	3	of	Inanim	Anim	N	79	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Press
ba13.0074.02	Brown	BA13	Press	0	of	OTH	the relative merits  of Mays and Mickey Mantle		Mays and Mickey Mantle	Mays and Mickey Mantle	ProperN	N	the relative merits	merits	human	other	g	4	3	6	6	of	Anim	Inanim	N	79	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba13.0076.01	Brown	BA13	Press	0	s	OTH	the Giants' ace		the Giants'	Giants	ProperN	Y	ace	ace	org	human	g	2	1	3	1	of	Inanim	Anim	N	76	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba13.0079.01	Brown	BA13	Press	0	s	OTH	Willie's lifetime batting average of .318		Willie's	Willie	ProperN	N	lifetime batting average of .318	average	human	other	g	1	5	2	11	s	Anim	Inanim	N	78	2	2	0.001	0.001	-3	-3	Y	Press
ba13.0080.02	Brown	BA13	Press	0	s	OTH	Milwaukee's park		Milwaukee's	Milwaukee	ProperN	N	park	park	other	other	n	1	1	3	1	s	Inanim	Inanim	N	77	2	2	0.001	0.001	-3	-3	Y	Press
ba13.0082.01	Brown	BA13	Press	0	s	OTH	Mays' four home runs		Mays'	Mays	ProperN	Y	four home runs	home run	human	other	g	1	3	1	3	s	Anim	Inanim	N	76	9	6	0.0045	0.003	-2.346787486	-2.522878745	Y	Press
ba13.0083.03	Brown	BA13	Press	0	s	OTH	the game's top rulers		the game's	game	CommonN	N	top rulers	ruler	other	human	g	2	2	2	3	s	Inanim	Anim	N	75	16	1	0.008	0.0005	-2.096910013	-3.301029996	Y	Press
ba13.0090.01	Brown	BA13	Press	0	s	OTH	Howsam's request that the video not be terminated before the end of the game		Howsam's	Howsam	ProperN	N	request that the video not be terminated before the end of the game	request	human	other	g	1	13	2	20	s	Anim	Inanim	N	87	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba13.0090.02	Brown	BA13	Press	0	of	OTH	the end  of the game		the game	game	CommonN	N	the end	end	other	other	g	2	2	2	2	s	Inanim	Inanim	N	85	16	2	0.008	0.001	-2.096910013	-3	Y	Press
ba13.0093.01	Brown	BA13	Press	0	s	OTH	Mantle's replacement		Mantle's	Mantle	ProperN	N	replacement	replacement	human	human	g	1	1	2	3	of	Anim	Anim	N	77	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Press
ba13.0097.01	Brown	BA13	Press	0	of	OTH	the corner  of the bleachers in right center		the bleachers in right center	bleachers	CommonN	N	the corner	corner	other	other	g	5	2	7	3	s	Inanim	Inanim	N	74	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba13.0101.01	Brown	BA13	Press	0	of	OTH	the boy-manager  of Washington		Washington	Washington	ProperN	N	the boy-manager	boy-manager	org	human	g	1	2	3	5	of	Inanim	Anim	N	72	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba13.0101.02	Brown	BA13	Press	0	of	OTH	Eddie Dyer  of the St. Louis Cardinals		the St. Louis Cardinals	Cardinals	ProperN	Y	Eddie Dyer	Eddie Dyer	org	human	n	4	2	7	4	of	Inanim	Anim	N	73	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba14.0003.01	Brown	BA14	Press	0	of	OTH	the end  of last season		last season	season	CommonN	N	the end	end	other	other	n	2	2	3	2	n	Inanim	Inanim	N	74	4	5	0.002	0.0025	-2.698970004	-2.602059991	N	Press
ba14.0004.02	Brown	BA14	Press	0	s	OTH	Shaw's staff		Shaw's	Shaw	ProperN	N	staff	staff	human	org	g	1	1	1	1	of	Anim	Inanim	N	70	4	2	0.002	0.001	-2.698970004	-3	N	Press
ba14.0012.01	Brown	BA14	Press	0	s	OTH	Van Brocklin's aerials		Van Brocklin's	Van Brocklin	ProperN	N	aerials	aerials	human	other	g	2	1	3	3	s	Anim	Inanim	N	73	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba14.0020.01	Brown	BA14	Press	0	s	OTH	Shaw's staff		Shaw's	Shaw	ProperN	N	staff	staff	human	org	g	1	1	1	1	s	Anim	Inanim	N	70	4	2	0.002	0.001	-2.698970004	-3	Y	Press
ba14.0022.01	Brown	BA14	Press	0	of	OTH	the reception room  of Mayor Richardson Dilworth		Mayor Richardson Dilworth	Dilworth	ProperN	N	the reception room	room	human	other	n	3	3	7	5	s	Anim	Inanim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba14.0025.01	Brown	BA14	Press	0	of	OTH	the chairman  of Mayor Wagner's Baseball Committee		Mayor Wagner's Baseball Committee	Wagner	ProperN	N	the chairman	chairman	org	human	n	4	2	9	3	of	Inanim	Anim	N	75	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba14.0025.02	Brown	BA14	Press	0	s	OTH	Mayor Wagner's Baseball Committee		Mayor Wagner's	Wagner	ProperN	N	Baseball Committee	Baseball Committee	human	org	n	2	2	4	5	of	Anim	Inanim	N	74	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba14.0025.03	Brown	BA14	Press	0	of	OTH	the southpaw pitching ace  of the Milwaukee Braves;		the Milwaukee Braves	Milwaukee Braves	ProperN	Y	the southpaw pitching ace	ace	org	human	n	3	4	5	6	s	Inanim	Anim	N	71	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba14.0025.04	Brown	BA14	Press	0	of	OTH	the World Series hero  of the Pittsburgh Pirates		the Pittsburgh Pirates	Pittsburgh Pirates	ProperN	Y	the World Series hero	hero	org	human	n	3	4	5	6	of	Inanim	Anim	N	67	1	3	5e-4	0.0015	-3.301029996	-2.823908741	N	Press
ba14.0025.05	Brown	BA14	Press	0	of	OTH	the former manager  of the Yankees		the Yankees	Yankees	ProperN	Y	the former manager	manager	org	human	g	2	3	3	6	of	Inanim	Anim	N	66	6	2	0.003	0.001	-2.522878745	-3	N	Press
ba14.0029.01	Brown	BA14	Press	0	s	OTH	the chapter's player of the year		the chapter's	chapter	CommonN	N	player of the year	player	org	human	g	2	4	3	5	of	Inanim	Anim	N	65	2	6	0.001	0.003	-3	-2.522878745	N	Press
ba14.0034.01	Brown	BA14	Press	0	of	OTH	The departure  of the Giants and the Dodgers		the Giants and the Dodgers	Giants and the Dodgers	ProperN	Y	The departure	departure	org	other	n	5	2	7	4	s	Inanim	Inanim	N	71	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba14.0037.01	Brown	BA14	Press	0	s	OTH	Branch Rickey's aid		Branch Rickey's	Branch Rickey	ProperN	N	aid	aid	human	other	n	2	1	3	1	of	Anim	Inanim	N	69	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba14.0041.01	Brown	BA14	Press	0	s	OTH	Shea's efforts		Shea's	Shea	ProperN	N	efforts	efforts	human	other	g	1	1	1	2	s	Anim	Inanim	N	73	10	1	0.005	0.0005	-2.301029996	-3.301029996	Y	Press
ba14.0047.01	Brown	BA14	Press	0	s	OTH	Ted Collins' old Boston Yankees		Ted Collins'	Ted Collins	ProperN	Y	old Boston Yankees	old Boston Yankees	human	org	n	2	3	3	5	s	Anim	Inanim	N	70	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba14.0048.01	Brown	BA14	Press	0	of	OTH	the office  of the Yankees and the local National Leaguers		the Yankees and the local National Leaguers	Yankees and the local National Leaguers	CommonN	Y	the office	office	org	other	g	7	2	12	3	s	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba14.0049.02	Brown	BA14	Press	0	s	OTH	the American League's most-valuable-player award		the American League's	American League	ProperN	N	most-valuable-player award	award	org	other	n	3	2	6	8	of	Inanim	Inanim	N	68	1	10	5e-4	0.005	-3.301029996	-2.301029996	N	Press
ba14.0051.01	Brown	BA14	Press	0	of	OTH	the national awards dinner  of the Metropolitan Golf Writers Association		the Metropolitan Golf Writers Association	Metropolitan Golf Writers Association	ProperN	N	the national awards dinner	dinner	org	other	n	5	4	14	8	s	Inanim	Inanim	N	72	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba14.0058.01	Brown	BA14	Press	0	s	OTH	Golf's golden boy		Golf's	Golf	CommonN	N	golden boy	boy	other	human	n	1	2	1	3	of	Inanim	Anim	N	73	9	4	0.0045	0.002	-2.346787486	-2.698970004	N	Press
ba14.0064.01	Brown	BA14	Press	0	of	OTH	the hands  of thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair		thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair	incompetent	CommonN	N	the hands	hands	human	other	n	19	2	34	2	s	Anim	Inanim	N	71	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba14.0068.02	Brown	BA14	Press	0	of	OTH	the last hole  of the opening round of the Los Angeles open		the opening round of the Los Angeles open	round	CommonN	N	the last hole	hole	other	other	n	8	3	13	3	of	Inanim	Inanim	N	76	3	4	0.0015	0.002	-2.823908741	-2.698970004	N	Press
ba14.0068.03	Brown	BA14	Press	0	of	OTH	the opening round  of the Los Angeles open		the Los Angeles open	Los Angeles open	ProperN	N	the opening round	round	other	other	n	4	3	7	5	of	Inanim	Inanim	N	74	1	3	5e-4	0.0015	-3.301029996	-2.823908741	N	Press
ba14.0079.01	Brown	BA14	Press	0	of	OTH	the standpoint  of the army of duffers		the army of duffers	army	CommonN	Y	the standpoint	standpoint	org	other	n	4	2	6	3	of	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba14.0080.01	Brown	BA14	Press	0	of	OTH	The idol  of the hackers		the hackers	hackers	CommonN	Y	The idol	idol	human	human	n	2	2	3	3	of	Anim	Anim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba14.0082.01	Brown	BA14	Press	0	s	OTH	Willie's partner		Willie's	Willie	ProperN	N	partner	partner	human	human	g	1	1	2	2	of	Anim	Anim	N	71	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba14.0092.02	Brown	BA14	Press	0	of	OTH	the right side  of the fairway		the fairway	fairway	CommonN	N	the right side	side	other	other	g	2	3	3	3	s	Inanim	Inanim	N	73	2	2	0.001	0.001	-3	-3	Y	Press
ba14.0095.01	Brown	BA14	Press	0	of	OTH	the executive secretary  of the golf association		the golf association	association	CommonN	N	the executive secretary	secretary	org	human	n	3	3	7	9	of	Inanim	Anim	N	69	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba14.0103.01	Brown	BA14	Press	0	s	OTH	Arnold's iron shot from the tee		Arnold's	Arnold	ProperN	N	iron shot from the tee	shot	human	other	g	1	5	2	6	of	Anim	Inanim	N	74	10	5	0.005	0.0025	-2.301029996	-2.602059991	N	Press
ba14.0112.01	Brown	BA14	Press	0	of	OTH	the margin  of that stroke		that stroke	stroke	CommonN	N	the margin	margin	other	other	g	2	2	2	3	s	Inanim	Inanim	N	69	3	2	0.0015	0.001	-2.823908741	-3	Y	Press
ba14.0116.01	Brown	BA14	Press	0	s	OTH	professional football's hall of fame		professional football's	football	CommonN	N	hall of fame	hall of fame	org	other	n	2	3	6	3	of	Inanim	Inanim	N	71	8	1	0.004	0.0005	-2.397940009	-3.301029996	N	Press
ba14.0116.03	Brown	BA14	Press	0	s	OTH	players' benefits		players'	player	CommonN	Y	benefits	benefits	human	other	n	1	1	2	3	s	Anim	Inanim	N	71	6	1	0.003	0.0005	-2.522878745	-3.301029996	Y	Press
ba14.0119.01	Brown	BA14	Press	0	of	OTH	the problem  of baseball		baseball	baseball	CommonN	N	the problem	problem	other	other	n	1	2	2	3	s	Inanim	Inanim	N	72	6	2	0.003	0.001	-2.522878745	-3	Y	Press
ba14.0120.02	Brown	BA14	Press	0	s	PRT	the league's teams		the league's	league	CommonN	N	teams	teams	org	org	g	2	1	2	1	of	Inanim	Inanim	Y	72	14	7	0.007	0.0035	-2.15490196	-2.455931956	N	Press
ba19.0001.01	Brown	BA19	Press	0	of	OTH	the total amount  of its payroll		its payroll	payroll	CommonN	N	the total amount	amount	other	other	g	2	3	3	5	n	Inanim	Inanim	N	76	4	2	0.002	0.001	-2.698970004	-3	N	Press
ba19.0003.01	Brown	BA19	Press	0	s	OTH	the railroad's president		the railroad's	railroad	CommonN	N	president	president	org	human	g	2	1	3	3	of	Inanim	Anim	N	77	3	3	0.0015	0.0015	-2.823908741	-2.823908741	N	Press
ba19.0005.02	Brown	BA19	Press	0	of	OTH	the salary  of all officers , supervisors and other employees not belonging to unions		all officers, supervisors and other employees not belonging to unions	officer	CommonN	Y	the salary	salary	human	other	g	10	2	21	4	s	Anim	Inanim	N	66	2	3	0.001	0.0015	-3	-2.823908741	Y	Press
ba19.0008.01	Brown	BA19	Press	0	of	OTH	the salary  of individual union members		individual union members	member	CommonN	Y	the salary	salary	human	other	n	3	2	9	4	of	Anim	Inanim	N	64	5	3	0.0025	0.0015	-2.602059991	-2.823908741	N	Press
ba19.0023.01	Brown	BA19	Press	0	s	KIN	the children's mother		the children's	children	CommonN	N	mother	mother	human	human	g	2	1	3	2	of	Anim	Anim	Y	77	3	2	0.0015	0.001	-2.823908741	-3	N	Press
ba19.0026.02	Brown	BA19	Press	0	s	OTH	this week's meeting		this week's	week	CommonN	N	meeting	meeting	other	other	n	2	1	2	2	s	Inanim	Inanim	N	74	2	3	0.001	0.0015	-3	-2.823908741	Y	Press
ba19.0028.03	Brown	BA19	Press	0	s	OTH	Dr. Jenkins's conversation		Dr. Jenkins's	Dr. Jenkins	ProperN	N	conversation	conversation	human	other	g	2	1	3	4	s	Anim	Inanim	N	72	6	1	0.003	0.0005	-2.522878745	-3.301029996	Y	Press
ba19.0028.04	Brown	BA19	Press	0	s	OTH	the board's approval		the board's	board	CommonN	N	approval	approval	org	other	g	2	1	2	3	s	Inanim	Inanim	N	74	9	1	0.0045	0.0005	-2.346787486	-3.301029996	Y	Press
ba19.0030.01	Brown	BA19	Press	0	s	OTH	the board's minutes		the board's	board	CommonN	N	minutes	minutes	org	other	g	2	1	2	2	s	Inanim	Inanim	N	75	9	3	0.0045	0.0015	-2.346787486	-2.823908741	Y	Press
ba19.0036.02	Brown	BA19	Press	0	of	PRT	the 200 block  of West Pratt Street		West Pratt Street	West Pratt Street	ProperN	N	the 200 block	block	other	other	n	3	3	3	5	s	Inanim	Inanim	Y	72	2	3	0.001	0.0015	-3	-2.823908741	Y	Press
ba19.0041.01	Brown	BA19	Press	0	of	OTH	proprietor  of the shop		the shop	shop	CommonN	N	proprietor	proprietor	org	human	g	2	1	2	4	of	Inanim	Anim	N	73	3	2	0.0015	0.001	-2.823908741	-3	N	Press
ba19.0042.01	Brown	BA19	Press	0	of	OTH	The vice president  of the City Council		the City Council	City Council	ProperN	N	The vice president	president	org	human	n	3	3	5	5	of	Inanim	Anim	N	73	1	3	5e-4	0.0015	-3.301029996	-2.823908741	N	Press
ba19.0042.02	Brown	BA19	Press	0	s	OTH	the city's snow clearing program		the city's	city	CommonN	N	snow clearing program	program	org	other	n	2	3	3	5	of	Inanim	Inanim	N	77	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba19.0059.01	Brown	BA19	Press	0	s	KIN	the Dresbach's other son		the Dresbach's	Dresbach	ProperN	N	other son	son	human	human	g	2	2	3	3	s	Anim	Anim	Y	72	5	5	0.0025	0.0025	-2.602059991	-2.602059991	Y	Press
ba19.0059.02	Brown	BA19	Press	0	s	BOD	Mrs. Dresbach's body		Mrs. Dresbach's	Dresbach	ProperN	N	body	body	human	other	g	2	1	4	2	s	Anim	Inanim	Y	71	5	2	0.0025	0.001	-2.602059991	-3	Y	Press
ba19.0061.03	Brown	BA19	Press	0	s	OWN	their mother's car		their mother's	mother	CommonN	N	car	car	human	other	g	2	1	3	1	s	Anim	Inanim	Y	70	2	6	0.001	0.003	-3	-2.522878745	Y	Press
ba19.0062.01	Brown	BA19	Press	0	of	OTH	The description  of the car		the car	car	CommonN	N	The description	description	other	other	g	2	2	2	4	s	Inanim	Inanim	N	73	6	1	0.003	0.0005	-2.522878745	-3.301029996	Y	Press
ba19.0065.01	Brown	BA19	Press	0	s	KIN	the Dresbachs' son		the Dresbachs'	Dresbachs	ProperN	Y	son	son	human	human	g	2	1	3	1	of	Anim	Anim	Y	79	5	5	0.0025	0.0025	-2.602059991	-2.602059991	N	Press
ba19.0066.02	Brown	BA19	Press	0	s	OTH	Maryland's Secretary of State		Maryland's	Maryland	ProperN	N	Secretary of State	Secretary of State	org	human	g	1	3	3	6	s	Inanim	Anim	N	81	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Press
ba19.0070.02	Brown	BA19	Press	0	s	OTH	the University of Maryland's College of Agriculture		the University of Maryland's	University of Maryland	ProperN	N	College of Agriculture	College of Agriculture	org	org	n	4	3	10	7	s	Inanim	Inanim	N	65	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba19.0073.01	Brown	BA19	Press	0	of	OTH	the outset  of his first term		his first term	term	CommonN	N	the outset	outset	other	other	n	3	2	3	3	s	Inanim	Inanim	N	67	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba19.0073.04	Brown	BA19	Press	0	of	OTH	the guiding spirits  of the House of Delegates		the House of Delegates	House of Delegates	ProperN	Y	the guiding spirits	spirits	org	human	g	4	3	6	5	of	Inanim	Anim	N	71	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba19.0076.02	Brown	BA19	Press	0	of	PRT	the first ten months  of 1961		1961	1961	ProperN	N	the first ten months	month	other	other	n	1	4	5	4	of	Inanim	Inanim	Y	53	2	4	0.001	0.002	-3	-2.698970004	N	Press
ba19.0081.01	Brown	BA19	Press	0	of	OTH	availability  of mortgage money		mortgage money	money	CommonN	N	availability	availability	other	other	n	2	1	4	6	of	Inanim	Inanim	N	77	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba19.0082.01	Brown	BA19	Press	0	of	OTH	vice president  of a hardware manufacturing company		a hardware manufacturing company	company	CommonN	N	vice president	vice president	org	human	n	4	2	11	4	of	Inanim	Anim	N	78	1	2	5e-4	0.001	-3.301029996	-3	N	Press
ba20.0001.02	Brown	BA20	Press	0	s	OTH	Britain's first atomic submarine		Britain's	Britain	ProperN	N	first atomic submarine	submarine	org	other	g	1	3	2	7	n	Inanim	Inanim	N	67	3	10	0.0015	0.005	-2.823908741	-2.301029996	N	Press
ba20.0005.02	Brown	BA20	Press	0	of	PRT	the reactor  of the more modern American nuclear submarine Skipjack		the more modern American nuclear submarine Skipjack	Skipjack	ProperN	N	the reactor	reactor	other	other	n	7	2	16	4	s	Inanim	Inanim	Y	73	5	4	0.0025	0.002	-2.602059991	-2.698970004	Y	Press
ba20.0006.01	Brown	BA20	Press	0	of	OTH	the secrets  of the Dreadnought		the Dreadnought	Dreadnought	ProperN	N	the secrets	secrets	other	other	g	2	2	3	3	of	Inanim	Inanim	N	80	6	14	0.003	0.007	-2.522878745	-2.15490196	N	Press
ba20.0018.01	Brown	BA20	Press	0	of	PRT	the first week  of March		March	March	ProperN	Y	the first week	week	other	other	n	1	3	1	3	of	Inanim	Inanim	Y	76	1	2	5e-4	0.001	-3.301029996	-3	N	Press
ba20.0023.01	Brown	BA20	Press	0	s	OTH	the attorney general's office		the attorney general's	attorney general	CommonN	N	office	office	human	org	n	3	1	7	2	of	Anim	Inanim	N	71	1	4	5e-4	0.002	-3.301029996	-2.698970004	N	Press
ba20.0024.02	Brown	BA20	Press	0	s	OTH	their country's secrets		their country's	country	CommonN	N	secrets	secrets	org	other	g	2	1	3	2	s	Inanim	Inanim	N	71	1	14	5e-4	0.007	-3.301029996	-2.15490196	Y	Press
